Date,Date de valeur,Description,Débit,Crédit,Solde
17/02/2023,17/02/2023,DB vente carte confrere  574990 FT2304813QQ5\BNK  CINEPAX II,26000.0,,4305105.81
20/02/2023,20/02/2023,Retrait sur GAB confrere  689820 FT2305168LM1\BNK  SGMADA Mahazo 2,50000.0,,4255105.81
20/02/2023,20/02/2023,DB vente carte etrangere  731080 FT23051KJMQ0\BNK  INSTANT GAMING,69400.64,,4185705.17
21/02/2023,21/02/2023,Retrait sur GAB confrere  342180 FT23052XKW1J\BNK  BNI BNI AMPASAMPITO,150000.0,,4035705.17
21/02/2023,21/02/2023,Retrait sur GAB confrere  465650 FT230528S6WH\BNK  BNI BNI AMPASAMPITO,200000.0,,3835705.17
24/02/2023,24/02/2023,Retrait sur GAB confrere  375700 FT230553CR7G\BNK  SGMADA Mahazo 2,200000.0,,3635705.17
27/02/2023,27/02/2023,Retrait sur GAB confrere  398220 FT23058YX19G\BNK  BNI ANKORONDRANO Route,200000.0,,3435705.17
27/02/2023,27/02/2023,DB vente carte confrere  405160 FT2305869HRV\BNK  MATERAUTO,94800.0,,3340905.17
27/02/2023,27/02/2023,Retrait sur GAB confrere  563840 FT230586KW6Q\BNK  BNI BNI AMPASAMPITO,200000.0,,3140905.17
27/02/2023,27/02/2023,Retrait sur GAB MCB  739790 FT23058DVWGJ\BNK  MCB MADA LE BONNET,200000.0,,2940905.17
27/02/2023,27/02/2023,DB vente carte confrere  822720 FT23058F9NRQ\BNK  JOVENA ANDRANOBEVAVA,150000.0,,2790905.17
27/02/2023,27/02/2023,Retrait sur GAB confrere  027250 FT230580LC64\BNK  SGMADA Independance 1,200000.0,,2590905.17
27/02/2023,27/02/2023,DB vente carte confrere  459430 FT23058S5MHW\BNK  SCORE ANTSAHABE,227282.0,,2363623.17
27/02/2023,27/02/2023,Retrait sur GAB confrere  695790 FT23058G5QQS\BNK  BNI ANKORONDRANO Route,100000.0,,2263623.17
28/02/2023,28/02/2023,DB vente carte confrere  334060 FT230599F8QV\BNK  STATION JOVENA AMBOHIMA,210000.0,,2053623.17
28/02/2023,01/03/2023,TVA 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,2000.0,,2051623.17
28/02/2023,01/03/2023,Frais Tenue de compte 1079646.FRAIS.TENUE.COMPTE.MGA10 000.20230228,10000.0,,2041623.17
